test_id,file,case_index,type,algorithm,expected,result,status,assertion_count,assertions,error_count,duration_ms,mismatch,factors,partition,partition_key
TC-12-PTK-0093-IT,12_partition_strategies.sql.gz,185,VARCHAR(64) -> VARCHAR(65),instant,,PASS,PASS,1,BUILD_REJECTED=PASS,1,96,BUILD_REJECTED=PASS,,RANGE+SUB LINEAR HASH (#03/24),True
TC-12-PNK-0093-IT,12_partition_strategies.sql.gz,186,VARCHAR(64) -> VARCHAR(65),instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1046,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=varchar(65) actual=varchar(65),,RANGE+SUB LINEAR HASH (#03/24),False
TC-12-PTK-0094-IT,12_partition_strategies.sql.gz,187,VARCHAR(100) -> VARCHAR(200),instant,,PASS,PASS,1,BUILD_REJECTED=PASS,1,99,BUILD_REJECTED=PASS,,RANGE+SUB LINEAR HASH (#03/24),True
TC-12-PNK-0094-IT,12_partition_strategies.sql.gz,188,VARCHAR(100) -> VARCHAR(200),instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1063,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=varchar(200) actual=varchar(200),,RANGE+SUB LINEAR HASH (#03/24),False
TC-12-PTK-0095-IT,12_partition_strategies.sql.gz,189,VARCHAR(16381) -> VARCHAR(16382),instant,,PASS,PASS,1,BUILD_REJECTED=PASS,1,97,BUILD_REJECTED=PASS,,RANGE+SUB LINEAR HASH (#03/24),True
TC-12-PNK-0095-IT,12_partition_strategies.sql.gz,190,VARCHAR(16381) -> VARCHAR(16382),instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1050,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=varchar(16382) actual=varchar(16382),,RANGE+SUB LINEAR HASH (#03/24),False
TC-12-PTK-0096-IT,12_partition_strategies.sql.gz,191,VARCHAR(65527) -> VARCHAR(65528),instant,,PASS,PASS,1,BUILD_REJECTED=PASS,1,100,BUILD_REJECTED=PASS,,RANGE+SUB LINEAR HASH (#03/24),True
TC-12-PNK-0096-IT,12_partition_strategies.sql.gz,192,VARCHAR(65527) -> VARCHAR(65528),instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,986,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=varchar(65528) actual=varchar(65528),,RANGE+SUB LINEAR HASH (#03/24),False
TC-12-PTK-0097-IT,12_partition_strategies.sql.gz,193,TINYINT -> SMALLINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,527,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=tinyint actual=tinyint,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0097-IT,12_partition_strategies.sql.gz,194,TINYINT -> SMALLINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1059,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=smallint actual=smallint,,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0098-IT,12_partition_strategies.sql.gz,195,TINYINT -> MEDIUMINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,521,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=tinyint actual=tinyint,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0098-IT,12_partition_strategies.sql.gz,196,TINYINT -> MEDIUMINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,950,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=mediumint actual=mediumint,,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0099-IT,12_partition_strategies.sql.gz,197,TINYINT -> INT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,494,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=tinyint actual=tinyint,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0099-IT,12_partition_strategies.sql.gz,198,TINYINT -> INT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1024,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=int actual=int,,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0100-IT,12_partition_strategies.sql.gz,199,TINYINT -> BIGINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,492,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=tinyint actual=tinyint,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0100-IT,12_partition_strategies.sql.gz,200,TINYINT -> BIGINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1006,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=bigint actual=bigint,,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0101-IT,12_partition_strategies.sql.gz,201,SMALLINT -> MEDIUMINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,504,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=smallint actual=smallint,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0101-IT,12_partition_strategies.sql.gz,202,SMALLINT -> MEDIUMINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,933,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=mediumint actual=mediumint,,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0102-IT,12_partition_strategies.sql.gz,203,SMALLINT -> INT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,490,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=smallint actual=smallint,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0102-IT,12_partition_strategies.sql.gz,204,SMALLINT -> INT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1052,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=int actual=int,,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0103-IT,12_partition_strategies.sql.gz,205,SMALLINT -> BIGINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,457,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=smallint actual=smallint,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0103-IT,12_partition_strategies.sql.gz,206,SMALLINT -> BIGINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1040,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=bigint actual=bigint,,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0104-IT,12_partition_strategies.sql.gz,207,MEDIUMINT -> INT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,509,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=mediumint actual=mediumint,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0104-IT,12_partition_strategies.sql.gz,208,MEDIUMINT -> INT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1014,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=int actual=int,,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0105-IT,12_partition_strategies.sql.gz,209,MEDIUMINT -> BIGINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,491,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=mediumint actual=mediumint,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0105-IT,12_partition_strategies.sql.gz,210,MEDIUMINT -> BIGINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,928,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=bigint actual=bigint,,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0106-IT,12_partition_strategies.sql.gz,211,INT -> BIGINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,486,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=int actual=int,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0106-IT,12_partition_strategies.sql.gz,212,INT -> BIGINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,919,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=bigint actual=bigint,,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0107-IT,12_partition_strategies.sql.gz,213,TINYINT UNSIGNED -> SMALLINT UNSIGNED,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,504,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=tinyint unsigned actual=tinyint unsigned,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0107-IT,12_partition_strategies.sql.gz,214,TINYINT UNSIGNED -> SMALLINT UNSIGNED,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1071,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=smallint unsigned actual=smallint unsigned,,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0108-IT,12_partition_strategies.sql.gz,215,TINYINT UNSIGNED -> MEDIUMINT UNSIGNED,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,510,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=tinyint unsigned actual=tinyint unsigned,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0108-IT,12_partition_strategies.sql.gz,216,TINYINT UNSIGNED -> MEDIUMINT UNSIGNED,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1026,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=mediumint unsigned actual=mediumint unsigned,,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0109-IT,12_partition_strategies.sql.gz,217,TINYINT UNSIGNED -> INT UNSIGNED,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,495,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=tinyint unsigned actual=tinyint unsigned,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0109-IT,12_partition_strategies.sql.gz,218,TINYINT UNSIGNED -> INT UNSIGNED,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1116,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=int unsigned actual=int unsigned,,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0110-IT,12_partition_strategies.sql.gz,219,TINYINT UNSIGNED -> BIGINT UNSIGNED,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,498,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=tinyint unsigned actual=tinyint unsigned,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0110-IT,12_partition_strategies.sql.gz,220,TINYINT UNSIGNED -> BIGINT UNSIGNED,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1007,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=bigint unsigned actual=bigint unsigned,,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0111-IT,12_partition_strategies.sql.gz,221,SMALLINT UNSIGNED -> MEDIUMINT UNSIGNED,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,487,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=smallint unsigned actual=smallint unsigned,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0111-IT,12_partition_strategies.sql.gz,222,SMALLINT UNSIGNED -> MEDIUMINT UNSIGNED,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,997,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=mediumint unsigned actual=mediumint unsigned,,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0112-IT,12_partition_strategies.sql.gz,223,SMALLINT UNSIGNED -> INT UNSIGNED,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,505,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=smallint unsigned actual=smallint unsigned,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0112-IT,12_partition_strategies.sql.gz,224,SMALLINT UNSIGNED -> INT UNSIGNED,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1077,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=int unsigned actual=int unsigned,,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0113-IT,12_partition_strategies.sql.gz,225,SMALLINT UNSIGNED -> BIGINT UNSIGNED,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,601,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=smallint unsigned actual=smallint unsigned,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0113-IT,12_partition_strategies.sql.gz,226,SMALLINT UNSIGNED -> BIGINT UNSIGNED,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1118,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=bigint unsigned actual=bigint unsigned,,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0114-IT,12_partition_strategies.sql.gz,227,MEDIUMINT UNSIGNED -> INT UNSIGNED,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,568,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=mediumint unsigned actual=mediumint unsigned,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0114-IT,12_partition_strategies.sql.gz,228,MEDIUMINT UNSIGNED -> INT UNSIGNED,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1102,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=int unsigned actual=int unsigned,,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0115-IT,12_partition_strategies.sql.gz,229,MEDIUMINT UNSIGNED -> BIGINT UNSIGNED,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,500,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=mediumint unsigned actual=mediumint unsigned,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0115-IT,12_partition_strategies.sql.gz,230,MEDIUMINT UNSIGNED -> BIGINT UNSIGNED,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,943,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=bigint unsigned actual=bigint unsigned,,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0116-IT,12_partition_strategies.sql.gz,231,INT UNSIGNED -> BIGINT UNSIGNED,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,459,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=int unsigned actual=int unsigned,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0116-IT,12_partition_strategies.sql.gz,232,INT UNSIGNED -> BIGINT UNSIGNED,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1027,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=bigint unsigned actual=bigint unsigned,,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0117-IT,12_partition_strategies.sql.gz,233,CHAR(1) -> CHAR(2),instant,,PASS,PASS,1,BUILD_REJECTED=PASS,1,95,BUILD_REJECTED=PASS,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0117-IT,12_partition_strategies.sql.gz,234,CHAR(1) -> CHAR(2),instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1021,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=char(2) actual=char(2),,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0118-IT,12_partition_strategies.sql.gz,235,CHAR(63) -> CHAR(64),instant,,PASS,PASS,1,BUILD_REJECTED=PASS,1,94,BUILD_REJECTED=PASS,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0118-IT,12_partition_strategies.sql.gz,236,CHAR(63) -> CHAR(64),instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1026,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=char(64) actual=char(64),,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0119-IT,12_partition_strategies.sql.gz,237,CHAR(254) -> CHAR(255),instant,,PASS,PASS,1,BUILD_REJECTED=PASS,1,100,BUILD_REJECTED=PASS,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0119-IT,12_partition_strategies.sql.gz,238,CHAR(254) -> CHAR(255),instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,921,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=char(255) actual=char(255),,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0120-IT,12_partition_strategies.sql.gz,239,VARCHAR(1) -> VARCHAR(2),instant,,PASS,PASS,1,BUILD_REJECTED=PASS,1,92,BUILD_REJECTED=PASS,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0120-IT,12_partition_strategies.sql.gz,240,VARCHAR(1) -> VARCHAR(2),instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1037,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=varchar(2) actual=varchar(2),,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0121-IT,12_partition_strategies.sql.gz,241,VARCHAR(254) -> VARCHAR(255),instant,,PASS,PASS,1,BUILD_REJECTED=PASS,1,93,BUILD_REJECTED=PASS,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0121-IT,12_partition_strategies.sql.gz,242,VARCHAR(254) -> VARCHAR(255),instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1058,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=varchar(255) actual=varchar(255),,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0122-IT,12_partition_strategies.sql.gz,243,VARCHAR(255) -> VARCHAR(256),instant,,PASS,PASS,1,BUILD_REJECTED=PASS,1,98,BUILD_REJECTED=PASS,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0122-IT,12_partition_strategies.sql.gz,244,VARCHAR(255) -> VARCHAR(256),instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,998,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=varchar(256) actual=varchar(256),,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0123-IT,12_partition_strategies.sql.gz,245,VARCHAR(85) -> VARCHAR(86),instant,,PASS,PASS,1,BUILD_REJECTED=PASS,1,97,BUILD_REJECTED=PASS,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0123-IT,12_partition_strategies.sql.gz,246,VARCHAR(85) -> VARCHAR(86),instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1068,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=varchar(86) actual=varchar(86),,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0124-IT,12_partition_strategies.sql.gz,247,VARCHAR(63) -> VARCHAR(64),instant,,PASS,PASS,1,BUILD_REJECTED=PASS,1,98,BUILD_REJECTED=PASS,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0124-IT,12_partition_strategies.sql.gz,248,VARCHAR(63) -> VARCHAR(64),instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1062,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=varchar(64) actual=varchar(64),,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0125-IT,12_partition_strategies.sql.gz,249,VARCHAR(64) -> VARCHAR(65),instant,,PASS,PASS,1,BUILD_REJECTED=PASS,1,96,BUILD_REJECTED=PASS,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0125-IT,12_partition_strategies.sql.gz,250,VARCHAR(64) -> VARCHAR(65),instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1088,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=varchar(65) actual=varchar(65),,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0126-IT,12_partition_strategies.sql.gz,251,VARCHAR(100) -> VARCHAR(200),instant,,PASS,PASS,1,BUILD_REJECTED=PASS,1,91,BUILD_REJECTED=PASS,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0126-IT,12_partition_strategies.sql.gz,252,VARCHAR(100) -> VARCHAR(200),instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,993,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=varchar(200) actual=varchar(200),,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0127-IT,12_partition_strategies.sql.gz,253,VARCHAR(16381) -> VARCHAR(16382),instant,,PASS,PASS,1,BUILD_REJECTED=PASS,1,98,BUILD_REJECTED=PASS,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0127-IT,12_partition_strategies.sql.gz,254,VARCHAR(16381) -> VARCHAR(16382),instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1075,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=varchar(16382) actual=varchar(16382),,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0128-IT,12_partition_strategies.sql.gz,255,VARCHAR(65527) -> VARCHAR(65528),instant,,PASS,PASS,1,BUILD_REJECTED=PASS,1,123,BUILD_REJECTED=PASS,,RANGE+SUB KEY (#04/24),True
TC-12-PNK-0128-IT,12_partition_strategies.sql.gz,256,VARCHAR(65527) -> VARCHAR(65528),instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1114,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=varchar(65528) actual=varchar(65528),,RANGE+SUB KEY (#04/24),False
TC-12-PTK-0129-IT,12_partition_strategies.sql.gz,257,TINYINT -> SMALLINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,511,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=tinyint actual=tinyint,,RANGE+SUB LINEAR KEY (#05/24),True
TC-12-PNK-0129-IT,12_partition_strategies.sql.gz,258,TINYINT -> SMALLINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,947,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=smallint actual=smallint,,RANGE+SUB LINEAR KEY (#05/24),False
TC-12-PTK-0130-IT,12_partition_strategies.sql.gz,259,TINYINT -> MEDIUMINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,530,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=tinyint actual=tinyint,,RANGE+SUB LINEAR KEY (#05/24),True
TC-12-PNK-0130-IT,12_partition_strategies.sql.gz,260,TINYINT -> MEDIUMINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1026,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=mediumint actual=mediumint,,RANGE+SUB LINEAR KEY (#05/24),False
TC-12-PTK-0131-IT,12_partition_strategies.sql.gz,261,TINYINT -> INT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,508,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=tinyint actual=tinyint,,RANGE+SUB LINEAR KEY (#05/24),True
TC-12-PNK-0131-IT,12_partition_strategies.sql.gz,262,TINYINT -> INT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,937,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=int actual=int,,RANGE+SUB LINEAR KEY (#05/24),False
TC-12-PTK-0132-IT,12_partition_strategies.sql.gz,263,TINYINT -> BIGINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,491,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=tinyint actual=tinyint,,RANGE+SUB LINEAR KEY (#05/24),True
TC-12-PNK-0132-IT,12_partition_strategies.sql.gz,264,TINYINT -> BIGINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1031,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=bigint actual=bigint,,RANGE+SUB LINEAR KEY (#05/24),False
TC-12-PTK-0133-IT,12_partition_strategies.sql.gz,265,SMALLINT -> MEDIUMINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,515,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=smallint actual=smallint,,RANGE+SUB LINEAR KEY (#05/24),True
TC-12-PNK-0133-IT,12_partition_strategies.sql.gz,266,SMALLINT -> MEDIUMINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,931,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=mediumint actual=mediumint,,RANGE+SUB LINEAR KEY (#05/24),False
TC-12-PTK-0134-IT,12_partition_strategies.sql.gz,267,SMALLINT -> INT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,500,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=smallint actual=smallint,,RANGE+SUB LINEAR KEY (#05/24),True
TC-12-PNK-0134-IT,12_partition_strategies.sql.gz,268,SMALLINT -> INT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1048,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=int actual=int,,RANGE+SUB LINEAR KEY (#05/24),False
TC-12-PTK-0135-IT,12_partition_strategies.sql.gz,269,SMALLINT -> BIGINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,527,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=smallint actual=smallint,,RANGE+SUB LINEAR KEY (#05/24),True
TC-12-PNK-0135-IT,12_partition_strategies.sql.gz,270,SMALLINT -> BIGINT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,0,1043,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=bigint actual=bigint,,RANGE+SUB LINEAR KEY (#05/24),False
TC-12-PTK-0136-IT,12_partition_strategies.sql.gz,271,MEDIUMINT -> INT,instant,,PASS,PASS,2,PRIMARY=PASS;TYPE_AFTER_ALTER=PASS,1,515,PRIMARY=PASS | TYPE_AFTER_ALTER=PASS: expect=mediumint actual=mediumint,,RANGE+SUB LINEAR KEY (#05/24),True
